Sex_Encoded,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Volume,Density,Rings
2,-0.2212717215107455,-0.08913859762522909,-0.2549818174418891,-0.32709766062239587,-0.46154493472537444,-0.43422526301229436,0.052204453762198365,-0.41300925450453424,1.439750570661179,12
1,-1.5331395810811788,-1.3967037166946565,-1.519567045723893,-1.1683167726307122,-1.2725689986457576,-1.3633070021658689,-0.9419939385234407,-1.3244054139392458,4.483588026810848,7
0,-0.7641135944364419,-0.7429211571599428,-1.0980386362965584,-0.8073123141351646,-0.8098374775132692,-0.8913136052696681,-0.822690131449164,-0.9862993006648223,1.0638634004496463,10
2,-1.4426659355935625,-1.2332580768109784,-1.6600765155330046,-1.24704048632133,-1.262617783137532,-1.3285285413419385,-1.0612977455977175,-1.3158372203145676,3.092367780502398,7
2,-0.6736399489488257,-0.9608486770048476,-1.0980386362965584,-0.9647597415164003,-0.8969106132102428,-1.0105540423802872,-0.9419939385234407,-1.015379230542518,0.574848801898679,9
2,-1.5331395810811788,-1.3967037166946565,-1.23854810610567,-1.269532975947221,-1.2700811947687016,-1.139731182583458,-1.2601374240548453,-1.2727885384063358,0.5444682201480404,11
1,-1.3069554673621384,-1.4511855966558826,-1.0980386362965584,-1.3145179551990023,-1.3472031149574495,-1.268908322786629,-1.180601552671994,-1.2204965930726936,0.6775955159116795,10
0,0.36680697415875846,0.34671644206457986,0.44756553160366846,0.29144580408960147,0.38182057959674187,0.37064768748438504,0.290812067910752,0.237809961847539,-0.1055399139077801,12
0,0.23109650592733524,0.07430704225844888,-0.11447234763277742,-0.10442201332607688,-0.1630084694786076,0.33090087511417865,-0.265939031769206,-0.16303869656032327,-0.4643622769793431,9
0,0.8191752015968392,0.7825714817543887,0.7285844712218917,0.7907790737843774,0.8072350425733847,1.2351408565363742,0.5691876177507308,0.7661819020360289,-0.6233560266035201,10
0,0.3215701514149514,0.34671644206457986,0.02603712217633424,0.2667040655011216,0.1579182306616668,0.11229340707804353,0.5294196820593052,0.02817482449707917,1.0686031897845842,11
0,0.5025174423901827,0.45568020198703224,1.2906223504583376,0.4174037459945901,0.2176255237110202,0.946976466852378,0.4101158749850284,0.7442161692891268,-0.873065720334571,11
2,0.5929910878777989,0.401198322025806,0.02603712217633424,0.2723271879075944,0.02606462517767797,0.5693817493354172,0.3703479392936032,0.14558504137827546,0.3187714054613191,12
2,0.728701556109223,0.7280896017931626,1.150112880649226,0.2846980572018342,0.21513771983396382,0.4203312029471431,0.48965174636787956,0.92297984536764,-1.0116906013030769,15
2,0.4572806196463746,0.18327080218090128,0.02603712217633424,0.12050288293283143,0.21016211207985103,0.499824827687556,-0.265939031769206,0.013453109996495,-0.9124226744232353,11
2,0.5025174423901827,0.6736077218319364,0.7285844712218917,0.4219022439197683,0.21264991595690744,0.6488753740758298,0.7680272962078588,0.5725407261183013,0.12361855821942301,10
0,1.4072538972663442,1.6542815611340078,0.7285844712218917,1.8647954534206637,1.267478759828817,1.0314384431390666,1.8019936241849237,1.499619276308485,0.11274567390498383,15
2,1.27154342903492,1.2729084014054244,0.7285844712218917,1.1877715156813504,0.9987959411067266,1.7965645812655395,0.9270990389735608,1.2282217432468023,-0.7526123555501761,18
0,1.4072538972663442,1.5453178012115554,1.0096034108401144,2.2224260384723276,2.3098685843154443,2.1443491895048457,1.7622256884934981,1.635567948486712,-0.14383492209311,19
0,1.6334380109853834,1.5453178012115554,1.7121507598856727,2.023367505283194,1.4043079730669183,2.3331465482633256,2.0406012383334766,2.263902147629782,-0.5839562965931451,13
2,-0.5379294807174015,-0.5794755172762648,-0.957529166487447,-0.7432087187013758,-0.6157887751028707,-0.5236555908452588,-0.8624580671405897,-0.8630795888638628,0.03673772397631103,8
0,0.14062286043971908,0.7280896017931626,0.44756553160366846,0.9156123912080717,0.8943081782703582,1.2997294266379595,0.84756316759071,0.30139634423189365,0.967972601110676,16
0,-0.6736399489488257,-0.5794755172762648,-0.957529166487447,-0.6464910133100454,-0.5660326975617429,-0.5981808640393957,-0.7033863243748875,-0.8921140813511246,1.032329089976079,8
0,0.4572806196463746,0.401198322025806,-0.11447234763277742,0.16436323770331843,0.1504548190304976,0.2663123050125932,0.21127619652790078,0.03062195252473305,0.25569385768165964,11
2,-1.5331395810811788,-1.2877399567722048,-1.3790575759147816,-1.085094561014916,-1.0785202962353593,-0.9012503083622196,-1.1408336169805686,-1.2820058376086414,1.7751632866859297,9
0,-0.6736399489488257,-0.797403037121169,-0.957529166487447,-0.8657927871624808,-0.8173008891444383,-0.8515667928994616,-0.9419939385234407,-0.9411864630197363,0.07393651988114033,9
0,0.23109650592733524,0.18327080218090128,-0.11447234763277742,0.09351189538176242,0.05591827170235469,0.19178703181845638,0.290812067910752,-0.12448182524927145,0.9709635294848191,14
1,-2.5735865041887633,-2.5408231958804057,-2.6436428041967854,-1.6642761688816046,-1.5885200910319193,-1.5222942516466946,-1.6975847166605267,-1.6650040926317575,2.3787160715126814,5
1,-1.2164818218745221,-1.2332580768109784,-1.23854810610567,-1.3651260568572567,-1.3098860568016037,-1.3086551351568354,-1.2601374240548453,-1.195583921003364,-0.20628240277460647,7
2,-0.49269265797359396,-0.41602987739258623,-0.5360007570601124,-0.5182838224424676,-0.2873986633314272,0.499824827687556,-0.7431542600663128,-0.6795060404551323,-0.3127178770922318,9
0,-0.5831663034612096,-0.36154799743136007,-0.5360007570601124,-0.7859444489905683,-0.8620813589314534,-0.6627694341409812,-0.6636183886834619,-0.6882300194184409,0.060814069017814276,7
1,-1.8045605175440267,-1.7780768764232397,-1.9410954551512276,-1.459594513285998,-1.369593349850957,-1.5024208454615915,-1.4987450382033989,-1.47371267890504,0.6356156211982382,6
0,0.004912392208294861,0.18327080218090128,0.5880750014127801,0.0575239119803371,0.01860121354650879,0.36567933593810925,0.09197238945362397,0.09069667373412468,-0.2057681694029961,9
1,-0.04032443053551321,0.01982516229722269,-0.5360007570601124,-0.483420463522337,-0.5585692859305738,-0.6528327310484296,-0.34547490315205726,-0.4346114881279655,0.18599157413411035,8
2,-1.126008176386906,-0.9608486770048476,-1.23854810610567,-1.1402011605983484,-1.0810081001124157,-1.159604588768561,-1.0612977455977175,-1.1316989500533012,0.7399362187959719,7
2,-0.3569821897421697,-0.5249936373150386,-0.2549818174418891,-0.6037552830208528,-0.4540815230942053,-0.8018832774367036,-0.5840825173006107,-0.584476983890519,-0.076286262722086,10
0,-0.49269265797359396,-0.5249936373150386,-0.5360007570601124,-0.747707216626554,-0.6978863030457316,-0.7074845980574634,-0.6636183886834619,-0.7087936841176686,0.1590230496811149,10
2,-1.0807713536430978,-1.0698124369272999,-1.0980386362965584,-0.9557627456660439,-0.884471593824961,-0.8465984413531858,-0.9817618742148664,-1.1111872138002838,1.1136245818306476,7
0,-0.2212717215107455,-0.08913859762522909,0.02603712217633424,-0.3338454075101631,-0.46900834635654365,-0.011915381578851574,-0.10686728900350383,-0.30915236208419217,0.4852299184401492,8
2,-0.7188767716926339,-0.633957397237491,-0.5360007570601124,-0.8264309303171717,-0.789935046496818,-0.8068516289829794,-0.7829221957577385,-0.7926061963008845,0.0446489252576792,8
2,-0.49269265797359396,-0.2525842375089077,-0.11447234763277742,-0.49579133281657684,-0.3694961912742879,-0.5634024032154653,-0.5045466459177594,-0.4946277898353706,-0.13877317070878334,8
1,-2.5283496814449555,-2.3773775559967274,-2.222114394769451,-1.6282881854801792,-1.5362762096137352,-1.6166929310259346,-1.6578167809691011,-1.618112705703973,1.2453058623591113,4
0,-0.17603489876693743,-0.08913859762522909,-0.39549128725100074,-0.510411451073406,-0.5212522277747279,-0.4640353722899492,-0.46477871022633405,-0.4519555891621625,-0.15855173333506364,7
2,-0.6736399489488257,-0.6884392771987172,-0.957529166487447,-0.8961576481574334,-0.8496423395461714,-0.6379276764096022,-0.7829221957577385,-0.9166502721854305,0.7801629663438078,7
2,-0.17603489876693743,-0.03465671766400289,-0.8170196966783354,-0.4159429946446645,-0.2276913702820738,-0.16593427951340123,-0.46477871022633405,-0.5948756552441058,0.4306203611691666,9
0,0.050149214952102936,0.01982516229722269,-0.2549818174418891,-0.2551216938195452,-0.24261819354441216,0.16694527408707738,-0.265939031769206,-0.29622217897785974,-0.05487151420821123,10
2,-0.8998240626678662,-0.9063667970436213,-1.23854810610567,-0.970382863922873,-0.8969106132102428,-0.9608705269175292,-1.0612977455977175,-1.081750275854893,0.32104054556894085,7
2,-0.04032443053551321,-0.08913859762522909,-0.5360007570601124,-0.5171591979611733,-0.5809595208240812,-0.44913031765112177,-0.38524283884348287,-0.4670148385631122,0.17580614034516595,8
2,-0.4474558352297859,-0.5794755172762648,-0.5360007570601124,-0.7420840942200813,-0.5809595208240812,-0.7472314104276697,-0.7829221957577385,-0.7123767469061705,-0.3385872090379067,8
0,0.36680697415875846,0.34671644206457986,0.5880750014127801,0.23633920450616908,0.016113409669452402,0.16694527408707738,0.6884914248250076,0.30235702048678165,0.6158065006635314,12
0,0.6382279106216069,0.9460171216380674,1.2906223504583376,1.068561320664129,0.3246010904244448,0.47001471840990117,2.000833302642051,1.0662828837403835,1.21072570182476,13
0,-0.4474558352297859,-0.19810235754768146,-0.5360007570601124,-0.6284970216093327,-0.6829594797833932,-0.6081175671319473,-0.5045466459177594,-0.6087794967168791,0.3394282843114175,10
1,-1.9402709857754508,-1.8870406363456922,-1.9410954551512276,-1.4820870029118889,-1.4317884467773667,-1.3533702990733172,-1.4987450382033989,-1.4983397445202138,1.1573644471653985,6
2,0.2763333286711433,0.18327080218090128,-0.2549818174418891,-0.09767426643830963,-0.43169128820069774,-0.08644065477298836,0.3305800036021776,-0.17082796349184892,1.2573243236993379,13
0,-1.126008176386906,-0.9608486770048476,-0.8170196966783354,-1.0277387124688946,-1.046178845833626,-0.7770415197053245,-1.0612977455977175,-1.0319963333297728,-0.03932256725767987,8
0,0.6382279106216069,0.7280896017931626,0.8690939410310035,0.9830898600857442,0.6430399866876628,0.47995142150245274,1.5236180743449443,0.731818252756448,1.1721301673635445,20
2,0.41204379690256654,0.7825714817543887,1.0096034108401144,0.843636424405221,0.6131863401629861,0.8376727328343103,1.1657066531221143,0.7231851485740071,0.5403800005684766,11
0,0.728701556109223,0.45568020198703224,1.571641290076561,0.6479517646599711,0.6480155944417756,1.1208687709720306,0.648723489133582,0.993667442771236,-0.8515197200256424,13
0,0.683464733365415,0.7280896017931626,0.3070560617945568,0.4443947335456591,0.4564546959084336,0.4402046091322463,0.3703479392936032,0.45679221951582955,-0.4232951187264845,15
2,0.6382279106216069,0.7280896017931626,0.02603712217633424,0.30156742442125223,0.058406075579411076,0.12223011017059514,0.648723489133582,0.2915299394519605,0.5574543294007761,9
0,0.683464733365415,0.6736077218319364,0.3070560617945568,0.25208394724429267,0.060893879456467466,0.17191362563335316,0.5691876177507308,0.433424418721253,0.035815419394428775,10
0,0.2763333286711433,0.18327080218090128,0.02603712217633424,-0.04931541374264422,-0.34213034862666786,-0.170902631059677,0.4101158749850284,-0.04834174099360806,1.0226144229942193,11
0,0.8191752015968392,0.7280896017931626,0.8690939410310035,0.6580733849916218,0.5907961052694786,0.5842868039742444,0.8873311032821352,0.8156826933858746,-0.14717407021508183,14
0,0.4572806196463746,0.401198322025806,0.02603712217633424,0.294819677533485,0.16786944616989236,0.7482424050013459,0.4101158749850284,0.09705790839487063,0.5538509537019206,9
0,-0.04032443053551321,0.18327080218090128,0.7285844712218917,0.4016590032564666,0.22508893534218938,0.47995142150245274,0.6884914248250076,0.13042193508490546,1.1234145997860738,16
2,0.6382279106216069,0.7280896017931626,0.5880750014127801,1.1416619119482738,0.28479622839154256,0.5693817493354172,2.7564240807791367,0.5850554816549522,3.938171438196,21
2,0.5025174423901827,0.45568020198703224,0.02603712217633424,0.4567656028398987,0.14547921127638483,0.3905210936694883,1.006634910356412,0.13431656855066845,1.8715888795280715,14
0,0.41204379690256654,0.6191258418707108,1.150112880649226,1.0910538102900196,-0.05852070664223911,0.4551096637710737,1.6429218814192212,0.7143053842720681,1.4340589394145837,12
2,0.9096488470844554,0.6191258418707108,0.02603712217633424,0.8661289140311118,0.6554790060729447,0.2812173596514206,1.3247783958878168,0.349689799207353,1.8568658320188407,13
2,0.3215701514149514,0.34671644206457986,0.5880750014127801,0.12275213189542052,-0.10081337255219779,0.3060591173827996,0.21127619652790078,0.28407820742080186,-0.391844399043856,10
0,-0.5831663034612096,-0.5794755172762648,-0.2549818174418891,-0.6588618826042852,-0.6481302255046038,-0.6230226217707748,-0.544314581609185,-0.6607598713732603,0.42633371457132535,9
0,0.4572806196463746,0.45568020198703224,0.5880750014127801,0.37691726466798664,-0.18539870437211514,0.5395716400577624,0.7680272962078588,0.3866888171320994,0.5643582971460088,12
2,0.36680697415875846,0.18327080218090128,-0.11447234763277742,0.0035419368781991084,-0.048569491134013536,-0.09140900631926416,0.1715082608364752,-0.07979090622964341,0.4915746181540287,15
2,0.2763333286711433,0.34671644206457986,0.3070560617945568,-0.12354062950808396,-0.21774015477384823,-0.24045955270753827,0.21127619652790078,0.138990128709584,-0.04228671479221882,12
2,0.6382279106216069,0.6191258418707108,1.0096034108401144,0.6861889970239852,0.2524547779898097,0.7681158111864491,1.2452425245049656,0.7511291436908551,0.6226043030097332,13
0,0.9096488470844554,0.9460171216380674,0.7285844712218917,1.01682859452458,0.777381396048708,1.4040648091097514,1.2452425245049656,0.8876360466658426,0.3343648177420017,10
2,1.5429643654977674,1.6542815611340078,1.4311318202674492,1.5386543538452468,1.180405624131843,1.6475140348772659,2.000833302642051,2.0768558843807456,-0.41707220147005275,15
2,1.27154342903492,1.3818721613278768,1.571641290076561,1.7905702376552242,1.1182105272054335,2.0996340255883634,1.9610653669506257,1.8394455193636203,-0.16681144947843266,14
2,0.09538603769591102,0.29223456210335363,0.3070560617945568,-0.19101809838575645,-0.4068132494301338,-0.3795733960032605,0.13174032514504957,0.049608290670326884,0.0018535782390259746,9
2,-0.49269265797359396,-0.36154799743136007,-0.2549818174418891,-0.6453663888287507,-0.6804716759063368,-0.444161966104846,-0.7033863243748875,-0.5733383321784374,-0.5770635620316513,8
2,-0.49269265797359396,-0.41602987739258623,-0.2549818174418891,-0.6464910133100454,-0.7451545767098029,-0.43422526301229436,-0.544314581609185,-0.5892024724956447,0.09712039413167128,7
0,-0.4474558352297859,-0.36154799743136007,-0.39549128725100074,-0.5205330714050568,-0.36452058352017513,-0.9111870114547711,-0.6238504529920362,-0.6069295458206418,-0.13721132427554739,10
1,-1.4879027583373705,-1.560149356578335,-1.23854810610567,-1.3010224614234678,-1.2228129211046301,-1.2987184320642837,-1.2601374240548453,-1.292521347966201,0.7758768755950921,7
2,0.23109650592733524,0.29223456210335363,0.16654659198544514,0.0743932791997551,-0.11325239193747974,0.14707186790197416,0.1715082608364752,0.038313853619614674,0.13320773709807526,15
2,0.050149214952102936,0.29223456210335363,0.5880750014127801,0.16436323770331843,-0.17295968498683317,-0.1261874671431948,0.8077952318992844,0.15238766783180793,1.3360553884641369,15
2,0.050149214952102936,0.07430704225844888,0.02603712217633424,-0.19326734734834553,-0.2003255276344535,-0.09140900631926416,-0.22617109607778066,-0.16411621181918434,-0.3484903842686073,10
2,0.728701556109223,0.6736077218319364,0.5880750014127801,0.8177700613354464,0.7301131223846365,0.6339703194370024,0.8873311032821352,0.5993877328089593,0.29478903346809665,12
0,-0.04032443053551321,0.01982516229722269,0.44756553160366846,-0.18651960046057828,-0.2973498788396528,0.06757824316156129,0.012436518070772761,-0.047121422507669354,-0.03305001272489888,12
0,0.18585968318352716,0.23775268214212747,0.7285844712218917,-0.017825928266397055,-0.28491085945437084,0.06260989161528549,0.3703479392936032,0.24480731997435987,0.057200372247104864,11
0,-0.2212717215107455,-0.08913859762522909,-0.39549128725100074,-0.3203499137346286,-0.4466181114630361,-0.44913031765112177,-0.10686728900350383,-0.4649377007147053,1.1404128941246643,10
0,-0.13079807602312937,-0.19810235754768146,-0.11447234763277742,-0.39682437846265745,-0.5958863440864195,0.022863079245079056,-0.265939031769206,-0.3687921825565736,0.20117973006243087,9
0,-0.80935041718025,-0.14362047758645527,-0.957529166487447,-1.0041215983617093,-1.0685690807271337,-0.7820098712516004,-0.822690131449164,-0.8262753026124041,0.03245039214085438,9
2,-0.2665085442545536,-0.14362047758645527,-0.39549128725100074,-0.6037552830208528,-0.5635448936846865,-0.41932020837346695,-0.6238504529920362,-0.4939851753135197,-0.5676987496738424,9
2,-0.5379294807174015,-0.5249936373150386,-0.957529166487447,-0.8522972933869463,-0.8894472015790738,-0.692579543418636,-0.46477871022633405,-0.8504025569328049,1.943840871934482,9
1,-0.80935041718025,-0.9608486770048476,-1.6600765155330046,-1.0738483162019707,-1.006373983800724,-1.1248261279446305,-1.0215298099062922,-1.1848736789725163,1.5774154888651248,9
2,-0.8998240626678662,-0.633957397237491,-0.957529166487447,-0.9377687539653313,-1.0984227272518103,-1.1297944794909063,-0.544314581609185,-0.9520914367238724,2.366357509691209,9
0,0.18585968318352716,0.01982516229722269,-0.39549128725100074,-0.26186944070731244,-0.2650084284379197,-0.30504812280912375,-0.18640316038635504,-0.3127224427611416,0.24988258877595013,11
0,0.050149214952102936,0.07430704225844888,-0.6765102268692237,-0.4912928348913987,-0.585935128578194,-0.18083933415222864,-0.42501077453490843,-0.4496577554173624,-0.029615560493729442,11
0,-0.31174536699836164,-0.36154799743136007,-0.11447234763277742,-0.4440586066770279,-0.4739839541106564,-0.7422630588813941,-0.10686728900350383,-0.47499883716792607,1.1881746160440527,11
2,-0.7641135944364419,-0.7429211571599428,-0.957529166487447,-0.9175255133020296,-1.095934923374754,-0.8068516289829794,-0.544314581609185,-0.9474568228996143,2.324647363543733,10
0,0.3215701514149514,0.23775268214212747,0.3070560617945568,0.16323861322202377,-0.02120364848639349,-0.0466938424027822,0.6089555534421563,0.11250662114239657,0.9892760178920604,9
2,-1.0807713536430978,-1.1242943168885262,-1.519567045723893,-1.2357942415083845,-1.1755446474405586,-1.164572940314837,-1.180601552671994,-1.217919643929514,0.6508810758711334,8
0,-0.49269265797359396,-0.4705117573538124,-0.957529166487447,-0.8759144074941316,-0.9342276713660886,-0.7273580042425667,-0.7431542600663128,-0.827774736496723,0.42625421126182783,9
1,-1.2617186446183302,-1.2332580768109784,-1.519567045723893,-1.2515389842465083,-1.2327641366128557,-1.1844463464999402,-1.180601552671994,-1.261838127311766,1.1437168004315204,7
0,-0.08556125327932129,0.18327080218090128,0.02603712217633424,-0.09879889091960405,-0.2326669780361866,-0.0417254908565064,0.1715082608364752,-0.1719314429738152,0.8080988458516116,14
2,-1.3974291128497545,-1.560149356578335,-1.8005859853421162,-1.340384318268777,-1.2974470374163216,-1.2490349166015258,-1.2999053597462709,-1.3812800446509357,1.6400068293382628,6
1,-1.4879027583373705,-1.3967037166946565,-1.6600765155330046,-1.4269804033284565,-1.3422275072033367,-1.2540032681478015,-1.2999053597462709,-1.3443978657301616,1.0574120205215332,6
1,-2.3021655677259147,-2.3228956760355013,-2.222114394769451,-1.6575284219938373,-1.6034469142942576,-1.5222942516466946,-1.6180488452776756,-1.5991068943910505,1.6245269142022372,5
1,-1.3521922901059464,-1.4511855966558826,-1.3790575759147816,-1.286402343166639,-1.210373901719348,-1.214256455777595,-1.2999053597462709,-1.281187964580831,0.26630080453679394,6
1,-1.2617186446183302,-1.2877399567722048,-1.519567045723893,-1.2582867311342751,-1.1879836668258406,-1.1496678856760096,-1.2203694883634197,-1.2703349193229054,0.8830976416757212,8
2,1.5882011882415754,1.3818721613278768,0.5880750014127801,2.0593554886846195,1.38938114980458,0.8625144905656894,2.4382805952477327,1.3484036409444664,1.2877409266065418,19
2,0.6382279106216069,0.7825714817543887,0.7285844712218917,1.01682859452458,0.6604546138270576,1.0562802008704453,1.4043142672706677,0.683927243239118,1.071236406081776,17
0,-0.7641135944364419,-0.633957397237491,-0.39549128725100074,-0.914151639858146,-0.8745203783167353,-1.1297944794909063,-0.8306437185874491,-0.7635262664231887,-0.3179558231014728,9
0,-1.8045605175440267,-1.6146312365395612,-1.3790575759147816,-1.3909924199270312,-1.3223250761868854,-1.3980854629897994,-1.3635340568525518,-1.3682330225406303,0.6904926501485349,7
1,-1.5783764038249868,-1.6146312365395612,-1.23854810610567,-1.3471320651565442,-1.3173494684327727,-1.1993514011387676,-1.315812534022841,-1.3142274384820523,0.4912584699278612,7
1,-2.347402390469723,-2.2684137960742747,-2.081604924960339,-1.6024218224104048,-1.5462274251219608,-1.5521043609243494,-1.6339560195542457,-1.5842553587749415,0.6732524771040648,7
0,-0.8998240626678662,-0.8518849170823951,-0.6765102268692237,-0.9085285174516732,-0.9317398674890323,-0.9509338238249776,-0.7789454021885959,-0.925607929156685,0.8632535341632804,8
0,-1.985507808519259,-1.941522516306918,-1.6600765155330046,-1.4708407580989435,-1.4093982118838593,-1.4129905176286268,-1.4748842767885435,-1.4717264158375012,0.9688446443309534,7
2,-1.6236132265687948,-1.6691131165007875,-1.3790575759147816,-1.3707491792637294,-1.2775446063998703,-1.462674033091385,-1.3555804697142668,-1.3519924009883992,0.5544848809082022,9
0,-1.0807713536430978,-0.9063667970436213,-0.8170196966783354,-1.022115590062422,-0.993934964415442,-1.1297944794909063,-0.9260867642468705,-1.0112898654034672,0.6406528771654322,9
2,-1.3521922901059464,-1.3422218367334309,-1.23854810610567,-1.2526636087278027,-1.2675933908916448,-1.1844463464999402,-1.1209496491348558,-1.2359128505413381,1.356173459198009,9
0,0.36680697415875846,0.401198322025806,0.44756553160366846,0.03615604683574069,-0.048569491134013536,0.28618571119769637,0.11185635729933677,0.26054813023181755,-0.5614470579486375,10
0,0.23109650592733524,0.45568020198703224,0.16654659198544514,-0.1550301149843311,-0.2774474478232017,-0.3298898805405028,0.26297451292675406,0.10043325739853183,0.18562147853924257,10
2,1.1358329608034958,1.2184265214441983,1.4311318202674492,1.2023916339381793,0.8370886890980614,1.2848243719991321,1.6946201978180746,1.5716959596482019,-0.14328521871462038,16
2,0.3215701514149514,0.5101620819482584,0.44756553160366846,-0.02907217307934247,-0.05354509888812632,0.13216681326314675,0.07208842160791117,0.2877131986555138,-0.7078769097093074,11
2,-0.4474558352297859,-0.36154799743136007,-0.2549818174418891,-0.6577372581229908,-0.7128131263080699,-0.5981808640393957,-0.5045466459177594,-0.5606807734147082,0.1268660244483956,10
0,-0.31174536699836164,-0.30706611747013385,-0.39549128725100074,-0.5868859158014346,-0.5262278355288407,-0.6876111918723602,-0.4727322973646192,-0.5545142704272503,0.22026072686119869,10
2,-0.5831663034612096,-0.633957397237491,-0.5360007570601124,-0.6633603805294634,-0.630715598365209,-0.6826428403260845,-0.6119200722846085,-0.7598912751884768,0.6542769093117583,10
1,-2.2116919222382987,-2.213931916113049,-1.6600765155330046,-1.5360689780140269,-1.4865201320726074,-1.3682753537121446,-1.522605799618254,-1.5246934309718754,1.3810824720368615,9
2,0.5929910878777989,0.7280896017931626,0.16654659198544514,0.546735561343462,0.45147908815432086,0.847609435926862,0.7282593605164333,0.34702846633908097,0.5829610415546953,15
0,0.728701556109223,1.0004990015992936,1.2906223504583376,0.6940613683930471,0.5883083013924222,0.8128309751029313,0.8077952318992844,1.1428968150677143,-0.8149052430675391,9
0,1.0001224925720715,1.1639446414829722,1.4311318202674492,1.2631213559280843,0.7748935921716513,1.2748876689065807,1.7224577528020724,1.4634121671884432,0.057997905449527216,10
0,0.728701556109223,0.837053361715615,0.5880750014127801,0.554607932712524,0.09572313373525697,0.5842868039742444,0.9668669746649864,0.674787836706128,0.27983028138847366,10
0,0.36680697415875846,0.45568020198703224,-0.11447234763277742,0.4016590032564666,0.18030846555517432,-0.2702696619851931,0.6089555534421563,0.019230149637376816,1.3013824448826448,12
2,-0.08556125327932129,-0.03465671766400289,-0.2549818174418891,-0.1977658452735237,-0.15305725397038203,-0.45409866919739755,-0.18640316038635504,-0.35512201909174596,0.4072070365045556,10
0,0.4572806196463746,0.5646439619094846,1.4311318202674492,0.4140298725507064,0.20518650432573823,0.6538437256221056,0.84756316759071,0.8465152083231638,-0.2733457162388833,13
0,0.5025174423901827,0.5101620819482584,0.8690939410310035,0.21946983728675085,0.11562556475170811,0.36567933593810925,0.4101158749850284,0.5665170263579221,-0.5602122141628273,13
0,0.4572806196463746,0.5646439619094846,0.7285844712218917,0.7064322376872872,-0.2600328206838069,0.01789472769880325,1.6429218814192212,0.5031383577584081,2.0312045269107513,13
2,0.728701556109223,0.6191258418707108,0.7285844712218917,0.5534833082312295,0.3519669330720651,0.7035272410848636,0.84756316759071,0.647298215493619,0.11520268724546995,13
0,0.728701556109223,0.837053361715615,0.5880750014127801,0.9268586360210168,0.8918203743933021,0.8028942720103798,0.3703479392936032,0.674787836706128,-0.8302665834677109,13
2,0.7739383788530311,0.837053361715615,1.0096034108401144,0.9774667376792711,0.9614788829508811,1.1953940441661677,0.8873311032821352,0.9253815360048606,-0.34414641382702005,12
