Sex_Encoded,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Volume,Density,Rings
2,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,0.06032446943514951,5.801957369492652,18
0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,0.06853907972581731,6.638548428431999,19
0,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,0.08121017009529616,6.033727049518662,13
2,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,0.018150944255196727,6.886694060790349,8
0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,0.041633956641698736,8.166410964156864,16
0,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,0.01756542992438393,8.254850614200697,8
0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,0.036173475910677974,7.187586856237146,11
2,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,0.009702808910612074,9.275664483257623,9
0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,0.016575828238503145,6.937813202773927,9
0,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,0.03304562772494764,8.170521142685537,14
1,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,0.001979203371761569,10.105075751866373,5
1,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,0.011445607435191012,6.552732166001319,7
2,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,0.021852918498370594,6.406466944469625,9
0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,0.02167698930976957,6.919780134430233,7
1,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,0.005836817350982036,7.709681028896478,6
0,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,0.03738495257771854,6.55343883319569,9
1,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,0.026791502149813753,7.091800935145431,8
2,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,0.012733922222550627,7.853039955192205,7
2,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,0.023769290017060372,6.731374806953015,10
0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,0.021262299079495714,7.05474038527905,10
2,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,0.013147565255273283,8.366568095631298,7
0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,0.029321531433504737,7.50301874576078,8
2,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,0.01957212223186441,6.897565751976203,8
2,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,0.025581203580018287,6.645504362929529,8
1,0.245,0.19,0.06,0.086,0.042,0.014,0.025,0.0029248227604920973,8.547526481841857,4
0,0.505,0.4,0.125,0.583,0.246,0.13,0.175,0.026441738167714092,6.618324366197628,7
2,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,0.017070629081443536,7.908320153634553,7
2,0.505,0.405,0.11,0.625,0.305,0.16,0.175,0.023559588707433254,7.42797347496928,9
0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,0.029582283623752686,6.760803274815903,10
2,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,0.013741195367107856,7.277387252594405,7
2,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,0.026138050877867077,7.077803959615538,8
2,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,0.021190042448463148,6.370916921395368,8
0,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,0.04165332979639587,7.682459039029542,12
0,0.595,0.495,0.185,1.285,0.416,0.224,0.485,0.05705878387174291,8.50000590777024,13
0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,0.023279201563100364,7.302655958332581,10
1,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,0.005340183912327049,8.42667607310751,6
2,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,0.03211100391050468,8.564042431262559,13
0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,0.014744541520848095,6.7821708703932675,8
0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,0.05031391534417952,8.446967346761365,20
2,0.57,0.48,0.175,1.185,0.474,0.261,0.38,0.050139818751293086,7.57880681389978,11
0,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,0.055594408996088376,5.666037389158385,13
0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,0.044767695313654536,6.254510044313083,15
2,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,0.04143498910697137,7.602270612085229,9
0,0.6,0.47,0.15,0.922,0.363,0.194,0.305,0.044296456415616074,6.885426616032353,10
0,0.555,0.425,0.14,0.788,0.282,0.1595,0.285,0.03458108113438965,8.24150057346176,11
0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,0.052005139389362035,6.633959721115021,14
0,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,0.03751323427774012,7.597318799278136,9
0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,0.038186058704383935,8.380021684805678,16
2,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,0.04735427326511014,12.248102652803977,21
2,0.58,0.45,0.14,1.013,0.38,0.216,0.36,0.03826459852072368,9.408173975875586,14
0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,0.04996074797003847,8.80691378487505,12
2,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,0.04260785036431158,9.387941343669402,13
2,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,0.041284716258374675,6.297730093936605,10
0,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,0.02223095681435257,7.422082701068181,9
0,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,0.043353978619539144,7.611758147873256,12
2,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,0.0339468721174462,7.511737727051109,15
2,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,0.03835884630033138,6.778097494495133,12
2,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,0.05070334193353075,7.691800680737538,13
0,0.625,0.495,0.165,1.262,0.507,0.318,0.39,0.053456162496238815,7.2956976668020355,10
2,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,0.077438164515886,6.263061670328007,15
2,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,0.07265050821150906,6.6069737406731575,14
2,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,0.03655635751533423,6.838755745703957,9
2,0.47,0.375,0.13,0.523,0.214,0.132,0.145,0.02399391389179204,6.043199148497499,8
2,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,0.02367399503990148,6.969672829697723,7
0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,0.023316507975861742,6.647650675669904,10
1,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,0.009490751406494764,7.9024301435896405,7
2,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,0.03632859204794897,7.0192645964212845,15
2,0.53,0.435,0.16,0.883,0.316,0.164,0.335,0.0386290232685401,8.672235838611734,15
2,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,0.03224635419399684,6.3573078297999945,10
2,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,0.047643299789240395,7.241312031831884,12
0,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,0.034605690276842765,6.790790708696134,12
0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,0.040492773110282244,6.914814138251752,11
0,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,0.02617993877991494,8.403380995252075,10
0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,0.028118825045955444,7.112672726301116,9
0,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,0.018893145519607316,6.880802345225465,9
2,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,0.025594162649714345,6.056068413776762,9
2,0.465,0.36,0.105,0.431,0.172,0.107,0.175,0.018406591357382596,9.507463745035565,9
1,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,0.011661591930125313,9.003916500349682,9
2,0.425,0.35,0.105,0.393,0.13,0.063,0.165,0.016355916752751855,10.088092431275003,9
0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,0.029249536601859968,7.179600923545783,11
0,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,0.026488076659354542,6.795510384346124,11
0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,0.0259770442543706,8.469015868230864,11
2,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,0.016449379134196158,10.030773724279118,10
0,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,0.03782477554922111,8.19568643828697,9
2,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,0.010995181588482577,7.730659045143673,8
0,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,0.01886290769031651,7.421973446430564,9
1,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,0.010109514259558054,8.407921272739355,7
0,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,0.03208875096254175,7.946710057292971,14
2,0.37,0.265,0.075,0.214,0.09,0.051,0.07,0.00770082899211198,9.089930457058786,6
1,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,0.008444601052849365,8.289319952702883,6
1,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,0.003308097064230052,9.068657726033923,5
1,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,0.009719302272043423,7.202163081330213,6
1,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,0.00993816656024351,8.049774524813337,8
2,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,0.06274807726770013,8.605841382138536,19
2,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,0.04934813740258846,8.308317630210988,17
0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,0.020158552860534504,6.399268880681922,9
0,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,0.007963937376850125,7.785093863272198,7
1,0.35,0.26,0.095,0.211,0.086,0.056,0.068,0.009053022830094588,7.5113032714277965,7
1,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,0.0036075955638722795,7.761402159488655,7
0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,0.016889987503862124,8.022504455318046,8
0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,0.0058768726573153055,8.16760933899962,7
2,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,0.008291448410986859,7.598189951531237,9
0,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,0.015162111544387739,7.716603301425229,9
2,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,0.010632327636992955,8.699882392465563,9
0,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,0.040810204867988704,6.064659582097262,10
0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,0.0375813021185679,7.09129234424077,10
2,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,0.0672510267378455,6.639303839040605,16
2,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,0.041358020086958436,5.863433488598463,11
2,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,0.024249168294896213,7.010549719999278,10
0,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,0.02437352300410081,7.138894117634317,10
2,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,0.020231856689118265,7.735325650273796,10
1,0.28,0.205,0.08,0.127,0.052,0.039,0.042,0.004808731155094777,8.734112730652793,9
2,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,0.042554181489812735,7.637322317615331,15
0,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,0.058603792958839586,5.716353551301491,9
0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,0.0650673580442128,6.915910120312987,10
0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,0.04916383063357786,7.220755490877931,10
0,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,0.03594374694788422,8.624587760688309,12
2,0.515,0.405,0.13,0.722,0.32,0.131,0.21,0.02839449980130795,7.395798533852907,10
0,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,0.05262691293538502,6.460572757088181,13
0,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,0.04698042373933297,6.066356522906203,13
0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,0.04570231912809752,9.627520187033367,13
2,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,0.04860947042991317,6.9945217874822125,13
0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,0.04916383063357786,5.695243767453017,13
2,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,0.05421734421626484,6.363277378984976,12
0,0.53,0.395,0.145,0.775,0.308,0.169,0.255,0.03178846706473612,8.021777189843766,7
2,0.525,0.435,0.155,1.065,0.486,0.233,0.285,0.03706882981695107,7.688400238349941,8
0,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,0.025362077492430402,8.674368259684622,8
1,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,0.0015749851169996828,9.523899520126717,5
1,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,0.008821592171280137,8.501866618156804,7
1,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,0.004156327080699296,8.420896459888644,5
1,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,0.006869485036155781,7.27856596773088,8
1,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,0.0016964600329384882,8.841941282883075,4
2,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,0.043275438803199395,8.087728505577259,11
2,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,0.05157238500133003,5.720115522917779,14
2,0.64,0.51,0.175,1.368,0.515,0.266,0.57,0.059815924124349655,9.529235038065162,21
0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,0.04222300526424682,7.105131388031042,10
0,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,0.053969943794794646,6.02187026978794,10
0,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,0.06889512689322416,6.676814758073129,12
2,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,0.06044633705017,5.872977873007469,13
0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,0.04750088092227766,5.999888727670659,12
0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,0.06102543729598173,6.226911544393332,10
0,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,0.05066760631709617,6.216989964527163,11
0,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,0.04790614637459075,6.053502983362797,9
2,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,0.055643889080382404,5.84071324580691,13
2,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,0.05266827723865728,6.8352340132319425,12
2,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,0.0409977841293468,8.780962377483881,14
1,0.355,0.275,0.085,0.302,0.092,0.06,0.15,0.008689776179523268,17.261664385955356,8
0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,0.029907962062174834,6.520002920781426,10
2,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,0.03286891313818321,7.4538515761078825,12
0,0.505,0.41,0.15,0.644,0.285,0.145,0.21,0.03252333794628833,6.456901820680613,11
2,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,0.06199409503083858,7.500714378824123,16
2,0.56,0.45,0.16,0.922,0.432,0.178,0.26,0.04222300526424682,6.15778053629357,15
2,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,0.05213315928999582,5.466770168572741,10
0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,0.019509290378792614,6.919780134430233,9
2,0.5,0.4,0.165,0.825,0.254,0.205,0.285,0.034557519189487726,8.247119778398211,13
0,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,0.03036872898470133,7.5735800505798485,12
0,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,0.041043337222823856,6.700234888479653,13
2,0.42,0.335,0.115,0.369,0.171,0.071,0.12,0.01694417997713655,7.082077749523479,8
0,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,0.021932505512261547,7.295108163112085,9
1,0.4,0.3,0.11,0.315,0.109,0.067,0.12,0.013823007675795088,8.681178714103384,9
1,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,0.01703685696041745,7.043552709211668,8
0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,0.03878688829938298,7.992391593963763,13
1,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,0.010306518298876915,7.76207810242936,7
0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,0.02715723589456916,8.100971720910488,10
2,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,0.007893251542144354,7.6014301178218675,7
0,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,0.014830280820352315,8.09155277999309,12
2,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,0.02968805057642355,6.905135097108686,9
0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,0.03209869933927811,7.321168920774255,14
2,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,0.03265685563406591,7.8084676264421935,10
2,0.45,0.35,0.13,0.46,0.174,0.111,0.135,0.021441369860750337,6.296239506932124,8
1,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,0.015268140296446393,7.204544749015839,7
2,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,0.02392008646443268,6.897968376717294,10
0,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,0.017231373905552214,6.09353616116283,8
0,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,0.01893136823022599,7.395133742973462,9
0,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,0.02497827958991684,7.2062609176919405,11
0,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,0.02886338250485622,6.582735061215809,9
0,0.445,0.355,0.15,0.485,0.181,0.125,0.155,0.024814654972542375,6.2463088917217995,11
1,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,0.017757852474416306,5.631311564507575,10
0,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,0.02615375884113503,5.926490373391898,9
0,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,0.014804755380041898,6.079127799796534,7
1,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,0.008772112086986101,7.9798341956720735,7
0,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,0.0466008146270242,7.510598318962263,11
0,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,0.036852976221710666,6.648038370796947,15
2,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,0.03491526805291527,7.87621047569299,13
2,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,0.04555832946480798,7.133711964813147,14
2,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,0.07106217132573162,6.1214003440180065,22
1,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,0.004643666641087413,7.537147410694411,7
1,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,0.021771237089377265,5.7415203135604385,12
1,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,0.005560618996853933,7.193443755565892,9
2,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,0.04023332991697328,6.835128997960108,17
1,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,0.00395840674352314,8.841941282883074,5
1,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,0.0027397305933180983,7.299987834124202,5
1,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,0.005780530482605219,6.919780134430233,8
1,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,0.007490342284321465,8.010314845770132,8
1,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,0.008100073058505684,7.407340596390733,10
1,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,0.00656802304110506,7.612640772890403,13
1,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,0.008812167393319371,7.943562222055382,9
1,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,0.005868887775987431,7.66755162436699,7
1,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,0.010730109708335938,6.52369844323389,7
1,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,0.009071348787240526,6.614231401221625,7
2,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,0.05226981857042696,6.8873397659673445,13
0,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,0.043942896342393324,6.827042024323258,12
0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,0.05124199417392751,6.732759049715902,15
2,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,0.05131791599638926,6.625366470920652,15
2,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,0.046181412007769956,8.011881488979766,15
2,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,0.04882034983678539,8.39813728026732,19
2,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,0.042005188173597933,8.21327114579735,10
0,0.635,0.505,0.17,1.415,0.605,0.297,0.365,0.057087712704094726,6.39367006858237,15
0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,0.04695633819565544,6.282431964153764,13
0,0.54,0.475,0.155,0.928,0.394,0.194,0.26,0.041633956641698736,6.244902502002307,11
0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,0.03282964323001333,8.224274571255837,12
2,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,0.03846251885789984,6.369837630893466,11
1,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,0.003001791780505047,8.661493501599747,4
2,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,0.004523893421169303,8.841941282883074,6
0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,0.023796517153391487,6.723673005114396,11
2,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,0.03675663404700058,6.393403696853915,14
2,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,0.011087204073293978,8.162562842871232,8
2,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,0.02879269667015045,8.856412545211853,9
0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,0.021205750411731103,8.016693429813989,13
0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,0.07564955109844221,7.270367001706184,22
2,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,0.06178465552059925,5.9885419265086055,16
2,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,0.06455292224718746,5.964098705334354,14
2,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,0.07496232770546944,6.003015298138439,15
2,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,0.052663303050289094,7.785307344062409,13
2,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,0.07963466137952087,7.346047435450521,22
0,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,0.06776729513058542,7.230626499933125,12
2,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,0.07156744414418398,6.008318518874263,20
0,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,0.03094272414245097,8.079443776477966,11
0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,0.04301324671631855,6.974595570024355,15
1,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,0.011281459219040946,6.648076152543665,7
0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,0.02029783013484365,7.389952472925029,9
2,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,0.02808636192186835,8.011005506014381,14
2,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,0.03586389813460548,8.643789886880075,14
0,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,0.039525686171752186,7.210501008422236,10
2,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,0.037421866291398216,5.478080606768702,10
0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,0.03213849284622358,6.378643858032951,17
2,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,0.020446532187113568,9.292529327772636,9
0,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,0.03899344801635651,6.154880171133561,10
2,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,0.04427760685969454,7.340053427680714,17
0,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,0.06274624467198553,5.657709108422511,12
2,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,0.05006520592577034,6.291794753966213,15
0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,0.047111454332926433,7.4291911586219745,19
